"API_StateNumber","StateName","API_CountyNumber","CountyName"
48,"WISCONSIN",63,"LA CROSSE"
48,"WISCONSIN",65,"LAFAYETTE"
48,"WISCONSIN",67,"LANGLADE"
48,"WISCONSIN",69,"LINCOLN"
48,"WISCONSIN",71,"MANITOWOC"
48,"WISCONSIN",73,"MARATHON"
48,"WISCONSIN",75,"MARINETTE"
48,"WISCONSIN",77,"MARQUETTE"
48,"WISCONSIN",78,"MENOMINEE"
48,"WISCONSIN",79,"MILWAUKEE"
48,"WISCONSIN",81,"MONROE"
48,"WISCONSIN",83,"OCONTO"
48,"WISCONSIN",85,"ONEIDA"
48,"WISCONSIN",87,"OUTAGAMIE"
48,"WISCONSIN",89,"OZAUKEE"
48,"WISCONSIN",91,"PEPIN"
48,"WISCONSIN",93,"PIERCE"
48,"WISCONSIN",95,"POLK"
48,"WISCONSIN",97,"PORTAGE"
48,"WISCONSIN",99,"PRICE"
48,"WISCONSIN",101,"RACINE"
48,"WISCONSIN",103,"RICHLAND"
48,"WISCONSIN",105,"ROCK"
48,"WISCONSIN",107,"RUSK"
48,"WISCONSIN",109,"ST. CROIX"
48,"WISCONSIN",111,"SAUK"
48,"WISCONSIN",113,"SAWYER"
48,"WISCONSIN",115,"SHAWANO"
48,"WISCONSIN",117,"SHEBOYGAN"
48,"WISCONSIN",119,"TAYLOR"
48,"WISCONSIN",121,"TREMPEALEAU"
48,"WISCONSIN",123,"VERNON"
48,"WISCONSIN",125,"VILAS"
48,"WISCONSIN",127,"WALWORTH"
48,"WISCONSIN",129,"WASHBURN"
48,"WISCONSIN",131,"WASHINGTON"
48,"WISCONSIN",133,"WAUKESHA"
48,"WISCONSIN",135,"WAUPACA"
48,"WISCONSIN",137,"WAUSHARA"
48,"WISCONSIN",139,"WINNEBAGO"
48,"WISCONSIN",141,"WOOD"
48,"WISCONSIN",548,"LAKE MICHIGAN"
48,"WISCONSIN",570,"LAKE SUPERIOR"
49,"WYOMING",1,"ALBANY"
49,"WYOMING",3,"BIG HORN"
49,"WYOMING",5,"CAMPBELL"
49,"WYOMING",7,"CARBON"
49,"WYOMING",9,"CONVERSE"
49,"WYOMING",11,"CROOK"
49,"WYOMING",13,"FREMONT"
49,"WYOMING",15,"GOSHEN"
49,"WYOMING",17,"HOT SPRINGS"
49,"WYOMING",19,"JOHNSON"
49,"WYOMING",21,"LARAMIE"
49,"WYOMING",23,"LINCOLN"
49,"WYOMING",25,"NATRONA"
49,"WYOMING",27,"NIOBRARA"
49,"WYOMING",29,"PARK"
49,"WYOMING",31,"PLATTE"
49,"WYOMING",33,"SHERIDAN"
49,"WYOMING",35,"SUBLETTE"
49,"WYOMING",37,"SWEETWATER"
49,"WYOMING",39,"TETON"
49,"WYOMING",41,"UINTA"
49,"WYOMING",43,"WASHAKIE"
49,"WYOMING",45,"WESTON"
49,"WYOMING",47,"YELLOWSTONE NATIONAL PARK"
50,"ALASKA",1,"ADAK"
50,"ALASKA",3,"AFOGNAK"
50,"ALASKA",4,"ALSEK VALLEY"
50,"ALASKA",5,"AMBLER RIVER"
50,"ALASKA",7,"AMUKTA"
50,"ALASKA",9,"ANCHORAGE"
50,"ALASKA",11,"ARCTIC"
50,"ALASKA",13,"ATKA"
50,"ALASKA",15,"ATLIN"
50,"ALASKA",17,"ATTU"
50,"ALASKA",19,"BAIRD INLET"
50,"ALASKA",21,"BAIRD MOUNTAINS"
50,"ALASKA",23,"BARROW"
50,"ALASKA",25,"BARTER ISLAND"
50,"ALASKA",27,"BEAVER"
50,"ALASKA",29,"BEECHEY POINT"
50,"ALASKA",31,"BENDELEBEN"
50,"ALASKA",33,"BERING GLACIER"
50,"ALASKA",35,"BETHEL"
50,"ALASKA",37,"BETTLES"
50,"ALASKA",39,"BIG DELTA"
50,"ALASKA",41,"BLACK"
50,"ALASKA",43,"BLACK RIVER"
50,"ALASKA",45,"BLYING SOUND"
50,"ALASKA",47,"BRADFIELD CANAL"
50,"ALASKA",49,"BRISTOL BAY"
50,"ALASKA",51,"CANDLE"
50,"ALASKA",53,"CAPE MENDENHALL"
50,"ALASKA",55,"CHANDALAR"
50,"ALASKA",57,"CHANDLER LAKE"
50,"ALASKA",59,"CHARLEY RIVER"
50,"ALASKA",61,"CHIGNIK"
50,"ALASKA",63,"CHRISTIAN"
50,"ALASKA",65,"CIRCLE"
50,"ALASKA",67,"COLEEN"
50,"ALASKA",69,"CORDOVA"
50,"ALASKA",71,"CRAIG"
50,"ALASKA",72,"DALL SEAMOUNT"
50,"ALASKA",73,"DE LONG MOUNTAINS"
50,"ALASKA",75,"DEMARCATION POINT"
50,"ALASKA",77,"DILLINGHAM"
50,"ALASKA",79,"DIXON ENTRANCE"
50,"ALASKA",81,"EAGLE"
50,"ALASKA",83,"FAIRBANKS"
50,"ALASKA",85,"FAIRWEATHER"
50,"ALASKA",87,"FALSE PASS"
50,"ALASKA",89,"FLAXMAN ISLAND"
50,"ALASKA",91,"FORT YUKON"
50,"ALASKA",93,"COLD BAY"
50,"ALASKA",95,"GARELOI ISLAND"
50,"ALASKA",97,"GOODNEWS BAY"
50,"ALASKA",99,"GULKANA"
50,"ALASKA",101,"HAGEMEISTER ISLAND"
50,"ALASKA",103,"HARRISON BAY"
50,"ALASKA",105,"HEALY"
50,"ALASKA",107,"HOLY CROSS"
50,"ALASKA",109,"HOOPER BAY"
50,"ALASKA",111,"HOWARD PASS"
50,"ALASKA",113,"HUGHES"
50,"ALASKA",115,"ICY BAY"
50,"ALASKA",117,"IDITAROD"
50,"ALASKA",119,"IKPIKPUK RIVER"
50,"ALASKA",121,"ILIAMNA"
50,"ALASKA",123,"JUNEAU"
50,"ALASKA",125,"KAGUYAK"
50,"ALASKA",127,"KANTISHNA RIVER"
50,"ALASKA",129,"KARLUK"
50,"ALASKA",131,"KATEEL RIVER"
50,"ALASKA",133,"KENAI"
50,"ALASKA",135,"KETCHIKAN"
50,"ALASKA",137,"KILLIK RIVER"
50,"ALASKA",139,"KISKA"
50,"ALASKA",141,"KODIAK"
50,"ALASKA",143,"KOTZEBUE"
50,"ALASKA",145,"KUSKOKWIM BAY"
50,"ALASKA",147,"KWIGUK"
50,"ALASKA",149,"LAKE CLARK"
50,"ALASKA",151,"LIME HILLS"
50,"ALASKA",153,"LIVENGOOD"
50,"ALASKA",155,"LOOKOUT RIDGE"
50,"ALASKA",157,"MARSHALL"
50,"ALASKA",159,"MCCARTHY"
50,"ALASKA",161,"MCGRATH"
50,"ALASKA",163,"MEADE RIVER"
50,"ALASKA",165,"MEDFRA"
50,"ALASKA",167,"MELOZITNA"
50,"ALASKA",169,"MIDDLETON ISLAND"
50,"ALASKA",171,"MISHEGUK MOUNTAIN"
50,"ALASKA",173,"MT HAYES"
50,"ALASKA",175,"MT KATMAI"
50,"ALASKA",177,"MT MCKINLEY"
50,"ALASKA",179,"MT MICHELSON"
50,"ALASKA",181,"MT ST ELIAS"
50,"ALASKA",183,"NABESNA"
50,"ALASKA",185,"NAKNEK"
50,"ALASKA",187,"NOATAK"
50,"ALASKA",189,"NOME"
50,"ALASKA",191,"NORTON BAY"
50,"ALASKA",193,"NULATO"
50,"ALASKA",195,"NUNIVAK ISLAND"
50,"ALASKA",197,"NUSHAGAK BAY"
50,"ALASKA",199,"OPHIR"
50,"ALASKA",201,"PETERSBURG"
50,"ALASKA",203,"PHILLIP SMITH MOUNTAINS"
50,"ALASKA",205,"POINT HOPE"
50,"ALASKA",207,"POINT LAY"
50,"ALASKA",209,"PORT ALEXANDER"
50,"ALASKA",211,"PORT MOLLER"
50,"ALASKA",213,"PRIBILOF ISLANDS"
50,"ALASKA",215,"PRINCE RUPERT"
50,"ALASKA",217,"RAT ISLANDS"
50,"ALASKA",219,"RUBY"
50,"ALASKA",221,"RUSSIAN MISSION"
50,"ALASKA",223,"SAGAVANIRKTOK"
50,"ALASKA",225,"SAMALGA ISLAND"
50,"ALASKA",227,"SEGUAM"
50,"ALASKA",229,"SELAWIK"
50,"ALASKA",231,"SELDOVIA"
50,"ALASKA",233,"SEWARD"
50,"ALASKA",235,"SHISHMAREF"
50,"ALASKA",237,"SHUNGNAK"
50,"ALASKA",239,"SIMEONOF ISLAND"
50,"ALASKA",241,"SITKA"
50,"ALASKA",243,"SKAGWAY"
50,"ALASKA",245,"SLEETMUTE"
50,"ALASKA",247,"SOLOMON"
50,"ALASKA",249,"ST MATTHEW"
50,"ALASKA",251,"STEPOVAK BAY"
50,"ALASKA",253,"ST LAWRENCE"
50,"ALASKA",255,"ST MICHAEL"
50,"ALASKA",257,"SUMDUM"
50,"ALASKA",259,"SURVEY PASS"
50,"ALASKA",261,"SUTWIK ISLAND"
50,"ALASKA",262,"DEASE INLET"
50,"ALASKA",263,"TABLE MOUNTAIN"
50,"ALASKA",265,"TAKU RIVER"
50,"ALASKA",267,"TALKEETNA"
50,"ALASKA",269,"TALKEETNA MOUNTAINS"
50,"ALASKA",271,"TANACROSS"
50,"ALASKA",273,"TANANA"
50,"ALASKA",275,"TAYLOR MOUNTAINS"
50,"ALASKA",277,"TELLER"
50,"ALASKA",279,"TESHEKPUK"
50,"ALASKA",281,"TRINITY ISLANDS"
50,"ALASKA",283,"TYONEK"
50,"ALASKA",285,"UGASHIK"
50,"ALASKA",287,"UMIAT"
50,"ALASKA",289,"UMNAK"
50,"ALASKA",291,"UNALAKLEET"
50,"ALASKA",293,"UNALASKA"
50,"ALASKA",295,"UNIMAK"
50,"ALASKA",297,"UTUKOK RIVER"
50,"ALASKA",299,"VALDEZ"
50,"ALASKA",301,"WAINWRIGHT"
50,"ALASKA",303,"WISEMAN"
50,"ALASKA",305,"YAKUTAT"
50,"ALASKA",366,"DAVIDSON BANK"
50,"ALASKA",367,"ST GEORGE EAST"
50,"ALASKA",397,"SAINT GEORGE ISLAND"
50,"ALASKA",601,"ADAK OFFSHORE"
50,"ALASKA",603,"AFOGNAK OFFSHORE"
50,"ALASKA",607,"AMUKTA OFFSHORE"
50,"ALASKA",609,"ANCHORAGE OFFSHORE"
50,"ALASKA",613,"ATKA OFFSHORE"
50,"ALASKA",617,"ATTU OFFSHORE"
50,"ALASKA",619,"BAIRD INLET OFFSHORE"
50,"ALASKA",623,"BARROW OFFSHORE"
50,"ALASKA",625,"BARTER ISLAND OFFSHORE"
50,"ALASKA",629,"BEECHEY POINT OFFSHORE"
50,"ALASKA",633,"BERING GLACIER OFFSHORE"
50,"ALASKA",641,"BLACK OFFSHORE"
50,"ALASKA",645,"BLYING SOUND OFFSHORE"
50,"ALASKA",647,"BRADFIELD CANAL OFFSHORE"
50,"ALASKA",649,"BRISTOL BAY OFFSHORE"
50,"ALASKA",653,"CAPE MENDENHALL OFFSHORE"
50,"ALASKA",661,"CHIGNIK OFFSHORE"
50,"ALASKA",669,"CORDOVA OFFSHORE"
50,"ALASKA",671,"CRAIG OFFSHORE"
50,"ALASKA",673,"DE LONG MOUNTAINS OFFSHORE"
50,"ALASKA",675,"DEMARCATION POINT OFFSHORE"
50,"ALASKA",679,"DIXON ENTRANCE OFFSHORE"
50,"ALASKA",685,"FAIRWEATHER OFFSHORE"
50,"ALASKA",687,"FALSE PASS OFFSHORE"
50,"ALASKA",689,"FLAXMAN ISLAND OFFSHORE"
50,"ALASKA",693,"COLD BAY OFFSHORE"
50,"ALASKA",695,"GARELOI ISLAND OFFSHORE"
50,"ALASKA",697,"GOODNEWS BAY OFFSHORE"
50,"ALASKA",701,"HAGEMEISTER ISLAND OFFSHORE"
50,"ALASKA",703,"HARRISON BAY OFFSHORE"
50,"ALASKA",709,"HOOPER BAY OFFSHORE"
50,"ALASKA",715,"ICY BAY OFFSHORE"
50,"ALASKA",721,"ILIAMNA OFFSHORE"
50,"ALASKA",723,"JUNEAU OFFSHORE"
50,"ALASKA",725,"KAGUYAK OFFSHORE"
50,"ALASKA",729,"KARLUK OFFSHORE"
50,"ALASKA",733,"KENAI OFFSHORE"
50,"ALASKA",735,"KETCHIKAN OFFSHORE"
50,"ALASKA",737,"KILLIK RIVER OFFSHORE"
50,"ALASKA",739,"KISKA OFFSHORE"
50,"ALASKA",741,"KODIAK OFFSHORE"
50,"ALASKA",743,"KOTZEBUE OFFSHORE"
50,"ALASKA",745,"KUSKOKWIM BAY OFFSHORE"
50,"ALASKA",747,"KWIGUK OFFSHORE"
50,"ALASKA",763,"MEADE RIVER OFFSHORE"
50,"ALASKA",769,"MIDDLETON ISLAND OFFSHORE"
50,"ALASKA",775,"MT KATMAI OFFSHORE"
50,"ALASKA",779,"MT MICHELSON OFFSHORE"
50,"ALASKA",781,"MT ST ELIAS OFFSHORE"
50,"ALASKA",785,"NAKNEK OFFSHORE"
50,"ALASKA",787,"NOATAK OFFSHORE"
50,"ALASKA",789,"NOME OFFSHORE"
50,"ALASKA",791,"NORTON BAY OFFSHORE"
50,"ALASKA",795,"NUNIVAK ISLAND OFFSHORE"
50,"ALASKA",797,"NUSHAGAK BAY OFFSHORE"
50,"ALASKA",801,"PETERSBURG OFFSHORE"
50,"ALASKA",805,"POINT HOPE OFFSHORE"
50,"ALASKA",807,"POINT LAY OFFSHORE"
50,"ALASKA",809,"PORT ALEXANDER OFFSHORE"
50,"ALASKA",811,"PORT MOLLER OFFSHORE"
50,"ALASKA",813,"PRIBILOF ISLANDS OFFSHORE"
50,"ALASKA",815,"PRINCE RUPERT OFFSHORE"
50,"ALASKA",817,"RAT ISLANDS OFFSHORE"
50,"ALASKA",825,"SAMALGA ISLAND OFFSHORE"
50,"ALASKA",827,"SEGUAM OFFSHORE"
50,"ALASKA",829,"SELAWIK OFFSHORE"
50,"ALASKA",831,"SELDOVIA OFFSHORE"
50,"ALASKA",833,"SEWARD OFFSHORE"
50,"ALASKA",835,"SHISHMAREF OFFSHORE"
50,"ALASKA",839,"SIMEONOF ISLAND OFFSHORE"
50,"ALASKA",841,"SITKA OFFSHORE"
50,"ALASKA",843,"SKAGWAY OFFSHORE"
50,"ALASKA",847,"SOLOMON OFFSHORE"
50,"ALASKA",849,"ST MATTHEW OFFSHORE"
50,"ALASKA",851,"STEPOVAK BAY OFFSHORE"
50,"ALASKA",853,"ST LAWRENCE OFFSHORE"
50,"ALASKA",855,"ST MICHAEL OFFSHORE"
50,"ALASKA",857,"SUMDUM OFFSHORE"
50,"ALASKA",859,"SURVEY PASS OFFSHORE"
50,"ALASKA",861,"SUTWIK ISLAND OFFSHORE"
50,"ALASKA",865,"TAKU RIVER OFFSHORE"
50,"ALASKA",877,"TELLER OFFSHORE"
50,"ALASKA",879,"TESHEKPUK OFFSHORE"
50,"ALASKA",881,"TRINITY ISLANDS OFFSHORE"
50,"ALASKA",883,"TYONEK OFFSHORE"
50,"ALASKA",885,"UGASHIK OFFSHORE"
50,"ALASKA",887,"UMIAT OFFSHORE"
50,"ALASKA",889,"UMNAK OFFSHORE"
50,"ALASKA",891,"UNALAKLEET OFFSHORE"
50,"ALASKA",893,"UNALASKA OFFSHORE"
50,"ALASKA",895,"UNIMAK OFFSHORE"
50,"ALASKA",899,"VALDEZ OFFSHORE"
50,"ALASKA",901,"WAINWRIGHT OFFSHORE"
50,"ALASKA",905,"YAKUTAT OFFSHORE"
51,"HAWAII",10,"HAWAIʻI"
51,"HAWAII",15,"HONOLULU"
51,"HAWAII",20,"KALAWAO"
51,"HAWAII",25,"KAUAʻI"
51,"HAWAII",35,"MAUI"
55,"ALASKA OFFSHORE",1,"NM 9-3"
55,"ALASKA OFFSHORE",2,"NM 9-1"
55,"ALASKA OFFSHORE",3,"NN 9-7"
55,"ALASKA OFFSHORE",4,"NN 9-5"
55,"ALASKA OFFSHORE",5,"PRINCE RUPERT"
55,"ALASKA OFFSHORE",6,"KETCHICAN"
55,"ALASKA OFFSHORE",7,"NO 9-7"
55,"ALASKA OFFSHORE",20,"NR 9-5"
55,"ALASKA OFFSHORE",21,"NR 9-3"
55,"ALASKA OFFSHORE",22,"NR 9-1"
55,"ALASKA OFFSHORE",23,"NS 9-7"
55,"ALASKA OFFSHORE",24,"NS 9-5"
55,"ALASKA OFFSHORE",25,"NS 9-3"
55,"ALASKA OFFSHORE",26,"NS 9-1"
55,"ALASKA OFFSHORE",27,"NT 9-7"
55,"ALASKA OFFSHORE",28,"NT 9-5"
55,"ALASKA OFFSHORE",29,"NT 9-3"
55,"ALASKA OFFSHORE",30,"NT 9-1"
55,"ALASKA OFFSHORE",31,"NM 8-4"
55,"ALASKA OFFSHORE",32,"NM 8-2"
55,"ALASKA OFFSHORE",33,"NN 8-8"
55,"ALASKA OFFSHORE",34,"NN 8-6"
55,"ALASKA OFFSHORE",35,"DIXON ENTRANCE"
55,"ALASKA OFFSHORE",36,"CRAIG"
55,"ALASKA OFFSHORE",37,"PORT ALEXANDER"
55,"ALASKA OFFSHORE",38,"SUMDUM"
55,"ALASKA OFFSHORE",39,"JUNEAU"
55,"ALASKA OFFSHORE",49,"NR 8-8"
55,"ALASKA OFFSHORE",50,"NR 8-6"
55,"ALASKA OFFSHORE",51,"NR 8-4"
55,"ALASKA OFFSHORE",52,"NR 8-2"
55,"ALASKA OFFSHORE",53,"NS 8-8"
55,"ALASKA OFFSHORE",54,"NS 8-6"
55,"ALASKA OFFSHORE",55,"NS 8-4"
55,"ALASKA OFFSHORE",56,"NS 8-2"
55,"ALASKA OFFSHORE",57,"NT 8-8"
55,"ALASKA OFFSHORE",58,"NT 8-6"
55,"ALASKA OFFSHORE",59,"NT 8-4"
55,"ALASKA OFFSHORE",60,"NT 8-2"
55,"ALASKA OFFSHORE",61,"NM 8-3"
55,"ALASKA OFFSHORE",62,"NM 8-1"
55,"ALASKA OFFSHORE",63,"NN 8-7"
55,"ALASKA OFFSHORE",64,"NN 8-5"
55,"ALASKA OFFSHORE",65,"NN 8-3"
55,"ALASKA OFFSHORE",66,"BAKER FAN"
55,"ALASKA OFFSHORE",67,"GODDARD"
55,"ALASKA OFFSHORE",68,"SITKA"
55,"ALASKA OFFSHORE",69,"MT FAIRWEATHER"
55,"ALASKA OFFSHORE",79,"NR 8-7"
55,"ALASKA OFFSHORE",80,"NR 8-5"
55,"ALASKA OFFSHORE",81,"NR 8-3"
55,"ALASKA OFFSHORE",82,"NR 8-1"
55,"ALASKA OFFSHORE",83,"NS 8-7"
55,"ALASKA OFFSHORE",84,"NS 8-5"
55,"ALASKA OFFSHORE",85,"NS 8-3"
55,"ALASKA OFFSHORE",86,"NS 8-1"
55,"ALASKA OFFSHORE",87,"NT 8-7"
55,"ALASKA OFFSHORE",88,"NT 8-5"
55,"ALASKA OFFSHORE",89,"NT 8-3"
55,"ALASKA OFFSHORE",90,"NT 8-1"
55,"ALASKA OFFSHORE",91,"NM 7-4"
55,"ALASKA OFFSHORE",92,"NM 7-2"
55,"ALASKA OFFSHORE",93,"NN 7-8"
55,"ALASKA OFFSHORE",94,"NN 7-6"
55,"ALASKA OFFSHORE",95,"NN 7-4"
55,"ALASKA OFFSHORE",96,"NN 7-2"
55,"ALASKA OFFSHORE",97,"NO 7-8"
55,"ALASKA OFFSHORE",98,"NO 7-6"
55,"ALASKA OFFSHORE",99,"ALSEK VALLEY"
55,"ALASKA OFFSHORE",100,"YAKUTAT"
55,"ALASKA OFFSHORE",110,"NR 7-6"
55,"ALASKA OFFSHORE",111,"NR 7-4"
55,"ALASKA OFFSHORE",112,"NR 7-2"
55,"ALASKA OFFSHORE",113,"NS 7-8"
55,"ALASKA OFFSHORE",114,"NS 7-6"
55,"ALASKA OFFSHORE",115,"NS 7-4"
55,"ALASKA OFFSHORE",116,"NS 7-2"
55,"ALASKA OFFSHORE",117,"NT 7-8"
55,"ALASKA OFFSHORE",118,"NT 7-6"
55,"ALASKA OFFSHORE",119,"NT 7-4"
55,"ALASKA OFFSHORE",120,"NT 7-2"
55,"ALASKA OFFSHORE",121,"NM 7-3"
55,"ALASKA OFFSHORE",122,"NM 7-1"
55,"ALASKA OFFSHORE",123,"NN 7-7"
55,"ALASKA OFFSHORE",124,"NN 7-5"
55,"ALASKA OFFSHORE",125,"NN 7-3"
55,"ALASKA OFFSHORE",126,"NN 7-1"
55,"ALASKA OFFSHORE",127,"PRATT SEAMOUNT"
55,"ALASKA OFFSHORE",128,"NO 7-5"
55,"ALASKA OFFSHORE",129,"NO 7-3"
55,"ALASKA OFFSHORE",130,"ICY BAY"
55,"ALASKA OFFSHORE",131,"NP 7-7"
55,"ALASKA OFFSHORE",140,"DEMARCATION POINT"
55,"ALASKA OFFSHORE",141,"BARTER ISLAND"
55,"ALASKA OFFSHORE",142,"NR 7-1"
55,"ALASKA OFFSHORE",143,"BEAUFORT TERRACE"
55,"ALASKA OFFSHORE",144,"NS 7-5"
55,"ALASKA OFFSHORE",145,"NS 7-3"
55,"ALASKA OFFSHORE",146,"NS 7-1"
55,"ALASKA OFFSHORE",147,"NT 7-7"
55,"ALASKA OFFSHORE",148,"NT 7-5"
55,"ALASKA OFFSHORE",149,"NT 7-3"
55,"ALASKA OFFSHORE",150,"NT 7-1"
55,"ALASKA OFFSHORE",151,"NM 6-4"
55,"ALASKA OFFSHORE",152,"NM 6-2"
55,"ALASKA OFFSHORE",153,"NN 6-8"
55,"ALASKA OFFSHORE",154,"NN 6-6"
55,"ALASKA OFFSHORE",155,"NN 6-4"
55,"ALASKA OFFSHORE",156,"NN 6-2"
55,"ALASKA OFFSHORE",157,"ELY SEAMOUNT"
55,"ALASKA OFFSHORE",158,"NO 6-6"
55,"ALASKA OFFSHORE",159,"DALL SEAMOUNT"
55,"ALASKA OFFSHORE",160,"MIDDLETON ISLAND"
55,"ALASKA OFFSHORE",161,"CORDOVA"
55,"ALASKA OFFSHORE",171,"FLAXMAN ISLAND"
55,"ALASKA OFFSHORE",172,"NR 6-2"
55,"ALASKA OFFSHORE",173,"NS 6-8"
55,"ALASKA OFFSHORE",174,"NS 6-6"
55,"ALASKA OFFSHORE",175,"NS 6-4"
55,"ALASKA OFFSHORE",176,"NS 6-2"
55,"ALASKA OFFSHORE",177,"NT 6-8"
55,"ALASKA OFFSHORE",178,"NT 6-6"
55,"ALASKA OFFSHORE",179,"NT 6-4"
55,"ALASKA OFFSHORE",180,"NT 6-2"
55,"ALASKA OFFSHORE",181,"NM 6-3"
55,"ALASKA OFFSHORE",182,"NM 6-1"
55,"ALASKA OFFSHORE",183,"NN 6-7"
55,"ALASKA OFFSHORE",184,"NN 6-5"
55,"ALASKA OFFSHORE",185,"NN 6-3"
55,"ALASKA OFFSHORE",186,"NN 6-1"
55,"ALASKA OFFSHORE",187,"SURVEYOR SEACHANNEL"
55,"ALASKA OFFSHORE",188,"KODIAK SEAMOUNT"
55,"ALASKA OFFSHORE",189,"PORTLOCK BANK"
55,"ALASKA OFFSHORE",190,"BLYING SOUND"
55,"ALASKA OFFSHORE",191,"NP 6-7"
55,"ALASKA OFFSHORE",192,"NP 6-5"
55,"ALASKA OFFSHORE",201,"BEECHEY POINT"
55,"ALASKA OFFSHORE",202,"NR 6-1"
55,"ALASKA OFFSHORE",203,"CANADA BASIN"
55,"ALASKA OFFSHORE",204,"NS 6-5"
55,"ALASKA OFFSHORE",205,"NS 6-3"
55,"ALASKA OFFSHORE",206,"NS 6-1"
55,"ALASKA OFFSHORE",207,"NT 6-7"
55,"ALASKA OFFSHORE",208,"NT 6-5"
55,"ALASKA OFFSHORE",209,"NT 6-3"
55,"ALASKA OFFSHORE",210,"NT 6-1"
55,"ALASKA OFFSHORE",211,"NM 5-4"
55,"ALASKA OFFSHORE",212,"NM 5-2"
55,"ALASKA OFFSHORE",213,"NN 5-8"
55,"ALASKA OFFSHORE",214,"NN 5-6"
55,"ALASKA OFFSHORE",215,"NN 5-4"
55,"ALASKA OFFSHORE",216,"NN 5-2"
55,"ALASKA OFFSHORE",217,"ALBATROSS BANK"
55,"ALASKA OFFSHORE",218,"KODIAK"
55,"ALASKA OFFSHORE",219,"AFOGNAK"
55,"ALASKA OFFSHORE",220,"SELDOVIA"
55,"ALASKA OFFSHORE",221,"KENAI"
55,"ALASKA OFFSHORE",222,"NP 5-6"
55,"ALASKA OFFSHORE",231,"HARRISON BAY"
55,"ALASKA OFFSHORE",232,"NR 5-2"
55,"ALASKA OFFSHORE",233,"NS 5-8"
55,"ALASKA OFFSHORE",234,"NS 5-6"
55,"ALASKA OFFSHORE",235,"NS 5-4"
55,"ALASKA OFFSHORE",236,"NS 5-2"
55,"ALASKA OFFSHORE",237,"NT 5-8"
55,"ALASKA OFFSHORE",238,"NT 5-6"
55,"ALASKA OFFSHORE",239,"NT 5-4"
55,"ALASKA OFFSHORE",240,"NT 5-2"
55,"ALASKA OFFSHORE",241,"NM 5-3"
55,"ALASKA OFFSHORE",242,"NM 5-1"
55,"ALASKA OFFSHORE",243,"NN 5-7"
55,"ALASKA OFFSHORE",244,"NN 5-5"
55,"ALASKA OFFSHORE",245,"CHIRIKOF SEAMOUNT"
55,"ALASKA OFFSHORE",246,"CHIRIKOF ISLAND"
55,"ALASKA OFFSHORE",247,"TRINITY ISLANDS"
55,"ALASKA OFFSHORE",248,"KARLUK"
55,"ALASKA OFFSHORE",249,"MT KATMAI"
55,"ALASKA OFFSHORE",250,"ILIAMNA"
55,"ALASKA OFFSHORE",261,"TESHEKPUK"
55,"ALASKA OFFSHORE",262,"DEASE INLET"
55,"ALASKA OFFSHORE",263,"BARROW CANYON"
55,"ALASKA OFFSHORE",264,"NS 5-5"
55,"ALASKA OFFSHORE",265,"NS 5-3"
55,"ALASKA OFFSHORE",266,"NS 5-1"
55,"ALASKA OFFSHORE",267,"NT 5-7"
55,"ALASKA OFFSHORE",268,"NT 5-5"
55,"ALASKA OFFSHORE",269,"NT 5-3"
55,"ALASKA OFFSHORE",270,"NT 5-1"
55,"ALASKA OFFSHORE",271,"NM 4-4"
55,"ALASKA OFFSHORE",272,"NM 4-2"
55,"ALASKA OFFSHORE",273,"NN 4-8"
55,"ALASKA OFFSHORE",274,"WALLS KNOLL"
55,"ALASKA OFFSHORE",275,"SHUMAGIN BANK"
55,"ALASKA OFFSHORE",276,"MITROFANIA ISLAND"
55,"ALASKA OFFSHORE",277,"SUTWIK ISLAND"
55,"ALASKA OFFSHORE",278,"UGASHIK"
55,"ALASKA OFFSHORE",279,"NAKNEK"
55,"ALASKA OFFSHORE",291,"MEADE RIVER"
55,"ALASKA OFFSHORE",292,"BARROW"
55,"ALASKA OFFSHORE",293,"NS 4-8"
55,"ALASKA OFFSHORE",294,"NS 4-6"
55,"ALASKA OFFSHORE",295,"NS 4-4"
55,"ALASKA OFFSHORE",296,"NS 4-2"
55,"ALASKA OFFSHORE",297,"NT 4-8"
55,"ALASKA OFFSHORE",298,"NT 4-6"
55,"ALASKA OFFSHORE",299,"NT 4-4"
55,"ALASKA OFFSHORE",300,"NT 4-2"
55,"ALASKA OFFSHORE",301,"NM 4-3"
55,"ALASKA OFFSHORE",302,"NM 4-1"
55,"ALASKA OFFSHORE",303,"SIRIUS SEAMOUNT"
55,"ALASKA OFFSHORE",304,"DERIKSON SEAMOUNT"
55,"ALASKA OFFSHORE",305,"SIMEONOF ISLAND"
55,"ALASKA OFFSHORE",306,"STEPOVAK BAY"
55,"ALASKA OFFSHORE",307,"CHIGNIK"
55,"ALASKA OFFSHORE",308,"NO 4-5"
55,"ALASKA OFFSHORE",309,"HAGEMEISTER ISLAND"
55,"ALASKA OFFSHORE",310,"GOODNEWS"
55,"ALASKA OFFSHORE",311,"NP 4-7"
55,"ALASKA OFFSHORE",314,"UNALAKLEET"
55,"ALASKA OFFSHORE",315,"CAPE DENBIGH"
55,"ALASKA OFFSHORE",316,"NQ 4-5"
55,"ALASKA OFFSHORE",317,"NQ 4-3"
55,"ALASKA OFFSHORE",318,"NQ 4-1"
55,"ALASKA OFFSHORE",321,"WAINWRIGHT"
